Site,Block,Plot,Year,Trt,category,biomass
SGS,6,17,2017,int,ANPP_WOODY,40.13333333
SGS,6,17,2014,int,ANPP_WOODY,140.5333333
SGS,6,17,2012,int,ANPP_WOODY,25.13333333
SGS,6,17,2013,int,ANPP_WOODY,85.73333
SGS,6,18,2015,chr,ANPP_WOODY,99.56666667
SGS,6,18,2016,chr,ANPP_WOODY,82.1
SGS,6,18,2017,chr,ANPP_WOODY,46.66666667
SGS,6,18,2012,chr,ANPP_WOODY,25.23333333
SGS,6,18,2013,chr,ANPP_WOODY,65.8
SGS,6,18,2014,chr,ANPP_WOODY,154.5
SGS,7,19,2017,int,ANPP_WOODY,149.6666667
SGS,7,19,2012,int,ANPP_WOODY,27.23333333
SGS,7,19,2015,int,ANPP_WOODY,69.56666667
SGS,7,19,2013,int,ANPP_WOODY,51.4
SGS,7,19,2016,int,ANPP_WOODY,73.5
SGS,7,19,2014,int,ANPP_WOODY,189.5333333
SGS,7,20,2014,con,ANPP_WOODY,155.9
SGS,7,20,2013,con,ANPP_WOODY,81.06667
SGS,7,20,2017,con,ANPP_WOODY,61.53333333
SGS,7,20,2016,con,ANPP_WOODY,93.4
SGS,7,20,2015,con,ANPP_WOODY,158.4333333
SGS,7,20,2012,con,ANPP_WOODY,22.16666667
SGS,7,21,2015,chr,ANPP_WOODY,110.2666667
SGS,7,21,2013,chr,ANPP_WOODY,56.56667
SGS,7,21,2017,chr,ANPP_WOODY,57
SGS,7,21,2016,chr,ANPP_WOODY,56.23333333
SGS,7,21,2014,chr,ANPP_WOODY,141.2666667
SGS,7,21,2012,chr,ANPP_WOODY,45.86666667
SGS,8,22,2016,int,ANPP_WOODY,69.2
SGS,8,22,2017,int,ANPP_WOODY,64.33333333
SGS,8,22,2012,int,ANPP_WOODY,36.83333333
SGS,8,22,2015,int,ANPP_WOODY,91.26666667
SGS,8,22,2013,int,ANPP_WOODY,125
SGS,8,22,2014,int,ANPP_WOODY,123.8333333
SGS,8,23,2016,con,ANPP_WOODY,123.5666667
SGS,8,23,2017,con,ANPP_WOODY,128.4333333
SGS,8,23,2012,con,ANPP_WOODY,44
SGS,8,23,2013,con,ANPP_WOODY,60.96667
SGS,8,23,2015,con,ANPP_WOODY,114.9
SGS,8,23,2014,con,ANPP_WOODY,232.6333333
SGS,8,24,2016,chr,ANPP_WOODY,84.6
SGS,8,24,2013,chr,ANPP_WOODY,56.8
SGS,8,24,2017,chr,ANPP_WOODY,129.3333333
SGS,8,24,2014,chr,ANPP_WOODY,128.1333333
SGS,8,24,2012,chr,ANPP_WOODY,31.76666667
SGS,8,24,2015,chr,ANPP_WOODY,80.23333333
SGS,9,25,2012,chr,ANPP_WOODY,44.8
SGS,9,25,2016,chr,ANPP_WOODY,113.3333333
SGS,9,25,2015,chr,ANPP_WOODY,61.23333333
SGS,9,25,2013,chr,ANPP_WOODY,239.5
SGS,9,25,2017,chr,ANPP_WOODY,72.76666667
SGS,9,25,2014,chr,ANPP_WOODY,132.4333333
SGS,9,26,2016,int,ANPP_WOODY,101.2333333
SGS,9,26,2014,int,ANPP_WOODY,199.8333333
SGS,9,26,2017,int,ANPP_WOODY,31.8
SGS,9,26,2015,int,ANPP_WOODY,75.9
SGS,9,26,2012,int,ANPP_WOODY,23
SGS,9,26,2013,int,ANPP_WOODY,109.4333
SGS,9,27,2016,con,ANPP_WOODY,32.83333333
SGS,9,27,2017,con,ANPP_WOODY,94.73333333
SGS,9,27,2015,con,ANPP_WOODY,146.1
SGS,9,27,2012,con,ANPP_WOODY,46.76666667
SGS,9,27,2013,con,ANPP_WOODY,116.5667
SGS,9,27,2014,con,ANPP_WOODY,172.3
CHY,1,1,2012,int,ANPP_NON.WOODY,60.1
CHY,1,1,2016,int,ANPP_NON.WOODY,128.8
CHY,1,1,2015,int,ANPP_NON.WOODY,100.2666667
CHY,1,1,2017,int,ANPP_NON.WOODY,77.60000001
CHY,1,1,2013,int,ANPP_NON.WOODY,57.099993
CHY,1,1,2014,int,ANPP_NON.WOODY,115.9
CHY,1,2,2013,chr,ANPP_NON.WOODY,76.8
CHY,1,2,2016,chr,ANPP_NON.WOODY,112.9666667
CHY,1,2,2014,chr,ANPP_NON.WOODY,124.2333333
CHY,1,2,2017,chr,ANPP_NON.WOODY,93.06666666
CHY,1,2,2015,chr,ANPP_NON.WOODY,185.1333333
CHY,1,2,2012,chr,ANPP_NON.WOODY,57.2
CHY,1,3,2014,con,ANPP_NON.WOODY,165.3666667
CHY,1,3,2015,con,ANPP_NON.WOODY,133.8333333
CHY,1,3,2012,con,ANPP_NON.WOODY,78.43333334
CHY,1,3,2016,con,ANPP_NON.WOODY,154.8666667
CHY,1,3,2013,con,ANPP_NON.WOODY,76.533337
CHY,1,3,2017,con,ANPP_NON.WOODY,104.7666667
CHY,10,28,2012,int,ANPP_NON.WOODY,53.26666667
CHY,10,28,2016,int,ANPP_NON.WOODY,122.2666667
CHY,10,28,2013,int,ANPP_NON.WOODY,77.133329
CHY,10,28,2017,int,ANPP_NON.WOODY,90.83333333
CHY,10,28,2014,int,ANPP_NON.WOODY,203.4666667
CHY,10,28,2015,int,ANPP_NON.WOODY,147.7333333
CHY,10,29,2017,con,ANPP_NON.WOODY,96.60000001
CHY,10,29,2014,con,ANPP_NON.WOODY,153.6333333
CHY,10,29,2012,con,ANPP_NON.WOODY,50.96666666
CHY,10,29,2015,con,ANPP_NON.WOODY,180.2666667
CHY,10,29,2013,con,ANPP_NON.WOODY,113.36667
CHY,10,29,2016,con,ANPP_NON.WOODY,120.7666667
CHY,10,30,2015,chr,ANPP_NON.WOODY,167.8333333
CHY,10,30,2016,chr,ANPP_NON.WOODY,125.7
CHY,10,30,2012,chr,ANPP_NON.WOODY,62.03333333
CHY,10,30,2014,chr,ANPP_NON.WOODY,200.6
CHY,10,30,2013,chr,ANPP_NON.WOODY,66.866664
CHY,10,30,2017,chr,ANPP_NON.WOODY,60.23333334
CHY,2,4,2015,chr,ANPP_NON.WOODY,171.6666667
CHY,2,4,2016,chr,ANPP_NON.WOODY,83.13333333
CHY,2,4,2017,chr,ANPP_NON.WOODY,84.2
CHY,2,4,2014,chr,ANPP_NON.WOODY,149.5333333
CHY,2,4,2012,chr,ANPP_NON.WOODY,67.96666667
CHY,2,4,2013,chr,ANPP_NON.WOODY,104.7
CHY,2,5,2016,con,ANPP_NON.WOODY,0
CHY,2,5,2017,con,ANPP_NON.WOODY,70.5
CHY,2,5,2014,con,ANPP_NON.WOODY,161.8666667
CHY,2,5,2012,con,ANPP_NON.WOODY,50.93333333
CHY,2,5,2015,con,ANPP_NON.WOODY,147.7666667
CHY,2,5,2013,con,ANPP_NON.WOODY,62.033337
CHY,2,6,2015,int,ANPP_NON.WOODY,128.8333333
CHY,2,6,2012,int,ANPP_NON.WOODY,48.96666667
CHY,2,6,2016,int,ANPP_NON.WOODY,81.06666667
CHY,2,6,2014,int,ANPP_NON.WOODY,146.6666667
CHY,2,6,2013,int,ANPP_NON.WOODY,61.366663
CHY,2,6,2017,int,ANPP_NON.WOODY,79.53333334
CHY,3,7,2014,int,ANPP_NON.WOODY,73.63333332
CHY,3,7,2017,int,ANPP_NON.WOODY,95.73333333
CHY,3,7,2015,int,ANPP_NON.WOODY,199.7666667
CHY,3,7,2012,int,ANPP_NON.WOODY,64
CHY,3,7,2016,int,ANPP_NON.WOODY,123.9
CHY,3,7,2013,int,ANPP_NON.WOODY,69.699993
CHY,3,8,2015,con,ANPP_NON.WOODY,206.4
CHY,3,8,2014,con,ANPP_NON.WOODY,157.6666667
CHY,3,8,2016,con,ANPP_NON.WOODY,106.9333333
CHY,3,8,2017,con,ANPP_NON.WOODY,83.36666666
CHY,3,8,2012,con,ANPP_NON.WOODY,59.96666667
CHY,3,8,2013,con,ANPP_NON.WOODY,59.866667
CHY,3,9,2015,chr,ANPP_NON.WOODY,159.7666667
CHY,3,9,2016,chr,ANPP_NON.WOODY,145.6
CHY,3,9,2014,chr,ANPP_NON.WOODY,199.2666667
CHY,3,9,2017,chr,ANPP_NON.WOODY,57.83333333
CHY,3,9,2012,chr,ANPP_NON.WOODY,55.43333333
CHY,3,9,2013,chr,ANPP_NON.WOODY,56.999996
CHY,4,10,2017,chr,ANPP_NON.WOODY,87.1
CHY,4,10,2015,chr,ANPP_NON.WOODY,94.16666667
CHY,4,10,2013,chr,ANPP_NON.WOODY,61.933336
CHY,4,10,2012,chr,ANPP_NON.WOODY,52.96666666
CHY,4,10,2016,chr,ANPP_NON.WOODY,76.8
CHY,4,10,2014,chr,ANPP_NON.WOODY,114.7
CHY,4,11,2017,int,ANPP_NON.WOODY,98.03333333
CHY,4,11,2014,int,ANPP_NON.WOODY,127.5666667
CHY,4,11,2013,int,ANPP_NON.WOODY,82.899993
CHY,4,11,2012,int,ANPP_NON.WOODY,75.53333334
CHY,4,11,2016,int,ANPP_NON.WOODY,89.89999999
CHY,4,11,2015,int,ANPP_NON.WOODY,130.1333333
CHY,4,12,2015,con,ANPP_NON.WOODY,129.6666667
CHY,4,12,2013,con,ANPP_NON.WOODY,54.866673
CHY,4,12,2016,con,ANPP_NON.WOODY,84.1
CHY,4,12,2014,con,ANPP_NON.WOODY,170.1666667
CHY,4,12,2017,con,ANPP_NON.WOODY,79.4
CHY,4,12,2012,con,ANPP_NON.WOODY,57.90000001
CHY,5,13,2015,int,ANPP_NON.WOODY,185.2333333
CHY,5,13,2016,int,ANPP_NON.WOODY,135.3333333
CHY,5,13,2017,int,ANPP_NON.WOODY,82.06666667
CHY,5,13,2012,int,ANPP_NON.WOODY,71.23333334
CHY,5,13,2013,int,ANPP_NON.WOODY,58.233333
CHY,5,13,2014,int,ANPP_NON.WOODY,152.4666667
CHY,5,14,2016,con,ANPP_NON.WOODY,70.56666667
CHY,5,14,2017,con,ANPP_NON.WOODY,89.30000001
CHY,5,14,2015,con,ANPP_NON.WOODY,152.4
CHY,5,14,2012,con,ANPP_NON.WOODY,66.73333334
CHY,5,14,2013,con,ANPP_NON.WOODY,78.199996
CHY,5,14,2014,con,ANPP_NON.WOODY,138.8666667
CHY,5,15,2012,chr,ANPP_NON.WOODY,45.53333333
CHY,5,15,2016,chr,ANPP_NON.WOODY,80.50000001
CHY,5,15,2013,chr,ANPP_NON.WOODY,70.86666
CHY,5,15,2017,chr,ANPP_NON.WOODY,72.33333333
CHY,5,15,2014,chr,ANPP_NON.WOODY,115.8
CHY,5,15,2015,chr,ANPP_NON.WOODY,233.4
CHY,6,16,2014,int,ANPP_NON.WOODY,164.2666667
CHY,6,16,2015,int,ANPP_NON.WOODY,204.4333334
CHY,6,16,2012,int,ANPP_NON.WOODY,55.3
CHY,6,16,2016,int,ANPP_NON.WOODY,132.2333333
CHY,6,16,2013,int,ANPP_NON.WOODY,68.26667
CHY,6,16,2017,int,ANPP_NON.WOODY,104.4666667
CHY,6,17,2015,chr,ANPP_NON.WOODY,148.8666667
CHY,6,17,2016,chr,ANPP_NON.WOODY,80.66666667
CHY,6,17,2017,chr,ANPP_NON.WOODY,52.46666666
CHY,6,17,2014,chr,ANPP_NON.WOODY,140.0666667
CHY,6,17,2012,chr,ANPP_NON.WOODY,53
CHY,6,17,2013,chr,ANPP_NON.WOODY,51.433333
CHY,6,18,2015,con,ANPP_NON.WOODY,118.5666667
CHY,6,18,2016,con,ANPP_NON.WOODY,89.8
CHY,6,18,2017,con,ANPP_NON.WOODY,78.1
CHY,6,18,2012,con,ANPP_NON.WOODY,68.9
CHY,6,18,2013,con,ANPP_NON.WOODY,72.200004
CHY,6,18,2014,con,ANPP_NON.WOODY,139.9333333
CHY,7,19,2017,int,ANPP_NON.WOODY,88.5
CHY,7,19,2012,int,ANPP_NON.WOODY,49.56666666
CHY,7,19,2015,int,ANPP_NON.WOODY,128.8666667
CHY,7,19,2013,int,ANPP_NON.WOODY,63.56667
CHY,7,19,2016,int,ANPP_NON.WOODY,107.2
CHY,7,19,2014,int,ANPP_NON.WOODY,112.3666667
CHY,7,20,2014,chr,ANPP_NON.WOODY,134.7666667
CHY,7,20,2013,chr,ANPP_NON.WOODY,63.733337
CHY,7,20,2017,chr,ANPP_NON.WOODY,67.9
CHY,7,20,2016,chr,ANPP_NON.WOODY,123.7
CHY,7,20,2015,chr,ANPP_NON.WOODY,110.1666667
CHY,7,20,2012,chr,ANPP_NON.WOODY,66.36666666
CHY,7,21,2015,con,ANPP_NON.WOODY,157.5666667
CHY,7,21,2013,con,ANPP_NON.WOODY,86.86666
CHY,7,21,2017,con,ANPP_NON.WOODY,69.8
CHY,7,21,2016,con,ANPP_NON.WOODY,73.3
CHY,7,21,2014,con,ANPP_NON.WOODY,160.9666667
CHY,7,21,2012,con,ANPP_NON.WOODY,49.63333333
CHY,8,22,2016,chr,ANPP_NON.WOODY,65.20000001
CHY,8,22,2017,chr,ANPP_NON.WOODY,63.93333332
CHY,8,22,2012,chr,ANPP_NON.WOODY,69.16666667
CHY,8,22,2015,chr,ANPP_NON.WOODY,143.3333333
CHY,8,22,2013,chr,ANPP_NON.WOODY,60.433337
CHY,8,22,2014,chr,ANPP_NON.WOODY,86.66666667
CHY,8,23,2016,con,ANPP_NON.WOODY,102.5333333
CHY,8,23,2017,con,ANPP_NON.WOODY,79.86666666
CHY,8,23,2012,con,ANPP_NON.WOODY,38.06666666
CHY,8,23,2013,con,ANPP_NON.WOODY,53.300001
CHY,8,23,2015,con,ANPP_NON.WOODY,144.1
CHY,8,23,2014,con,ANPP_NON.WOODY,139.9666667
CHY,8,24,2016,int,ANPP_NON.WOODY,106.0333333
CHY,8,24,2013,int,ANPP_NON.WOODY,52.933333
CHY,8,24,2017,int,ANPP_NON.WOODY,61.83333333
CHY,8,24,2014,int,ANPP_NON.WOODY,129.5
CHY,8,24,2012,int,ANPP_NON.WOODY,42.1
CHY,8,24,2015,int,ANPP_NON.WOODY,110.5333333
CHY,9,25,2012,chr,ANPP_NON.WOODY,44.5
CHY,9,25,2016,chr,ANPP_NON.WOODY,86.66666667
CHY,9,25,2015,chr,ANPP_NON.WOODY,156.3
CHY,9,25,2013,chr,ANPP_NON.WOODY,62.06667
CHY,9,25,2017,chr,ANPP_NON.WOODY,37.3
CHY,9,25,2014,chr,ANPP_NON.WOODY,159.2
CHY,9,26,2016,con,ANPP_NON.WOODY,105.4
CHY,9,26,2014,con,ANPP_NON.WOODY,151.3333333
CHY,9,26,2017,con,ANPP_NON.WOODY,87.33333333
CHY,9,26,2015,con,ANPP_NON.WOODY,155.1333333
CHY,9,26,2012,con,ANPP_NON.WOODY,45.33333334
CHY,9,26,2013,con,ANPP_NON.WOODY,47.7325
CHY,9,27,2016,int,ANPP_NON.WOODY,93.99999999
CHY,9,27,2017,int,ANPP_NON.WOODY,49.20000001
CHY,9,27,2015,int,ANPP_NON.WOODY,152.7666667
CHY,9,27,2012,int,ANPP_NON.WOODY,73.53333334
CHY,9,27,2013,int,ANPP_NON.WOODY,51.133329
CHY,9,27,2014,int,ANPP_NON.WOODY,179.4666667
SGS,1,1,2012,con,ANPP_NON.WOODY,29.53333333
SGS,1,1,2016,con,ANPP_NON.WOODY,86.63333333
SGS,1,1,2015,con,ANPP_NON.WOODY,138.4333333
SGS,1,1,2017,con,ANPP_NON.WOODY,68.80000001
SGS,1,1,2013,con,ANPP_NON.WOODY,82.2
SGS,1,1,2014,con,ANPP_NON.WOODY,113.7333333
SGS,1,2,2013,chr,ANPP_NON.WOODY,291.566667
SGS,1,2,2016,chr,ANPP_NON.WOODY,90.26666667
SGS,1,2,2014,chr,ANPP_NON.WOODY,157.4666667
SGS,1,2,2017,chr,ANPP_NON.WOODY,71.86666667
SGS,1,2,2015,chr,ANPP_NON.WOODY,98.36666667
SGS,1,2,2012,chr,ANPP_NON.WOODY,26.23333334
SGS,1,3,2014,int,ANPP_NON.WOODY,122.7333333
SGS,1,3,2015,int,ANPP_NON.WOODY,89.86666667
SGS,1,3,2012,int,ANPP_NON.WOODY,27.33333333
SGS,1,3,2016,int,ANPP_NON.WOODY,79.36666667
SGS,1,3,2013,int,ANPP_NON.WOODY,85.399997
SGS,1,3,2017,int,ANPP_NON.WOODY,41.4
SGS,10,28,2012,int,ANPP_NON.WOODY,26.83333333
SGS,10,28,2016,int,ANPP_NON.WOODY,56.46666667
SGS,10,28,2013,int,ANPP_NON.WOODY,68.533334
SGS,10,28,2017,int,ANPP_NON.WOODY,46.16666667
SGS,10,28,2014,int,ANPP_NON.WOODY,97.23333334
SGS,10,28,2015,int,ANPP_NON.WOODY,103
SGS,10,29,2017,chr,ANPP_NON.WOODY,36.9
SGS,10,29,2014,chr,ANPP_NON.WOODY,128.0666667
SGS,10,29,2012,chr,ANPP_NON.WOODY,16.6
SGS,10,29,2015,chr,ANPP_NON.WOODY,78.8
SGS,10,29,2013,chr,ANPP_NON.WOODY,88.666674
SGS,10,29,2016,chr,ANPP_NON.WOODY,46.13333333
SGS,10,30,2015,con,ANPP_NON.WOODY,146.9
SGS,10,30,2016,con,ANPP_NON.WOODY,63.9
SGS,10,30,2012,con,ANPP_NON.WOODY,71
SGS,10,30,2014,con,ANPP_NON.WOODY,182.9
SGS,10,30,2013,con,ANPP_NON.WOODY,64.33333
SGS,10,30,2017,con,ANPP_NON.WOODY,75.1
SGS,2,4,2015,con,ANPP_NON.WOODY,157.3
SGS,2,4,2016,con,ANPP_NON.WOODY,45.9
SGS,2,4,2017,con,ANPP_NON.WOODY,53.1
SGS,2,4,2014,con,ANPP_NON.WOODY,131.5
SGS,2,4,2012,con,ANPP_NON.WOODY,51.00000001
SGS,2,4,2013,con,ANPP_NON.WOODY,73.03333
SGS,2,5,2016,int,ANPP_NON.WOODY,123.1
SGS,2,5,2017,int,ANPP_NON.WOODY,48.43333333
SGS,2,5,2014,int,ANPP_NON.WOODY,308.0333333
SGS,2,5,2012,int,ANPP_NON.WOODY,25.3
SGS,2,5,2015,int,ANPP_NON.WOODY,95.63333333
SGS,2,5,2013,int,ANPP_NON.WOODY,382.166634
SGS,2,6,2015,chr,ANPP_NON.WOODY,99.73333333
SGS,2,6,2012,chr,ANPP_NON.WOODY,41.5
SGS,2,6,2016,chr,ANPP_NON.WOODY,110.6666667
SGS,2,6,2014,chr,ANPP_NON.WOODY,154.9333333
SGS,2,6,2013,chr,ANPP_NON.WOODY,528.13333
SGS,2,6,2017,chr,ANPP_NON.WOODY,108.9666667
SGS,3,7,2014,chr,ANPP_NON.WOODY,152.1333333
SGS,3,7,2017,chr,ANPP_NON.WOODY,55.5
SGS,3,7,2015,chr,ANPP_NON.WOODY,71.46666667
SGS,3,7,2012,chr,ANPP_NON.WOODY,28.45
SGS,3,7,2016,chr,ANPP_NON.WOODY,88.2
SGS,3,7,2013,chr,ANPP_NON.WOODY,69.2
SGS,3,8,2015,con,ANPP_NON.WOODY,90.1
SGS,3,8,2014,con,ANPP_NON.WOODY,251.8
SGS,3,8,2016,con,ANPP_NON.WOODY,67.36666667
SGS,3,8,2017,con,ANPP_NON.WOODY,58.89999999
SGS,3,8,2012,con,ANPP_NON.WOODY,23.26666666
SGS,3,8,2013,con,ANPP_NON.WOODY,52.36667
SGS,3,9,2015,int,ANPP_NON.WOODY,108.8
SGS,3,9,2016,int,ANPP_NON.WOODY,165.4666667
SGS,3,9,2014,int,ANPP_NON.WOODY,153.9666667
SGS,3,9,2017,int,ANPP_NON.WOODY,66.63333333
SGS,3,9,2012,int,ANPP_NON.WOODY,32.43333333
SGS,3,9,2013,int,ANPP_NON.WOODY,99.766666
SGS,4,10,2017,con,ANPP_NON.WOODY,30.16666666
SGS,4,10,2015,con,ANPP_NON.WOODY,98.73333333
SGS,4,10,2013,con,ANPP_NON.WOODY,40.06667
SGS,4,10,2012,con,ANPP_NON.WOODY,30.5
SGS,4,10,2016,con,ANPP_NON.WOODY,80.46666666
SGS,4,10,2014,con,ANPP_NON.WOODY,170.6666667
SGS,4,11,2017,int,ANPP_NON.WOODY,56.93333333
SGS,4,11,2014,int,ANPP_NON.WOODY,123.6333333
SGS,4,11,2013,int,ANPP_NON.WOODY,244.733337
SGS,4,11,2012,int,ANPP_NON.WOODY,32.16666667
SGS,4,11,2016,int,ANPP_NON.WOODY,63.93333333
SGS,4,11,2015,int,ANPP_NON.WOODY,141
SGS,4,12,2015,chr,ANPP_NON.WOODY,99.50000001
SGS,4,12,2013,chr,ANPP_NON.WOODY,120.300007
SGS,4,12,2016,chr,ANPP_NON.WOODY,108.1666667
SGS,4,12,2014,chr,ANPP_NON.WOODY,112
SGS,4,12,2017,chr,ANPP_NON.WOODY,37.43333334
SGS,4,12,2012,chr,ANPP_NON.WOODY,20.73333333
SGS,5,13,2015,con,ANPP_NON.WOODY,119.0666667
SGS,5,13,2016,con,ANPP_NON.WOODY,106.4
SGS,5,13,2017,con,ANPP_NON.WOODY,48.76666666
SGS,5,13,2012,con,ANPP_NON.WOODY,28.16666667
SGS,5,13,2013,con,ANPP_NON.WOODY,83.566667
SGS,5,13,2014,con,ANPP_NON.WOODY,194.3666666
SGS,5,14,2016,chr,ANPP_NON.WOODY,80.93333333
SGS,5,14,2017,chr,ANPP_NON.WOODY,62.16666666
SGS,5,14,2015,chr,ANPP_NON.WOODY,63.23333333
SGS,5,14,2012,chr,ANPP_NON.WOODY,25.8
SGS,5,14,2013,chr,ANPP_NON.WOODY,107.200007
SGS,5,14,2014,chr,ANPP_NON.WOODY,80.23333334
SGS,5,15,2012,int,ANPP_NON.WOODY,42.8
SGS,5,15,2016,int,ANPP_NON.WOODY,62.73333333
SGS,5,15,2013,int,ANPP_NON.WOODY,63.3
SGS,5,15,2017,int,ANPP_NON.WOODY,65
SGS,5,15,2014,int,ANPP_NON.WOODY,102.3
SGS,5,15,2015,int,ANPP_NON.WOODY,117.7666667
SGS,6,16,2014,con,ANPP_NON.WOODY,143.1666667
SGS,6,16,2015,con,ANPP_NON.WOODY,123.6666667
SGS,6,16,2012,con,ANPP_NON.WOODY,21.43333333
SGS,6,16,2016,con,ANPP_NON.WOODY,70.1
SGS,6,16,2013,con,ANPP_NON.WOODY,55.899997
SGS,6,16,2017,con,ANPP_NON.WOODY,58.63333334
SGS,6,17,2015,int,ANPP_NON.WOODY,75.96666667
SGS,6,17,2016,int,ANPP_NON.WOODY,117.1666667
SGS,6,17,2017,int,ANPP_NON.WOODY,40.13333333
SGS,6,17,2014,int,ANPP_NON.WOODY,140.5333333
SGS,6,17,2012,int,ANPP_NON.WOODY,25.13333334
SGS,6,17,2013,int,ANPP_NON.WOODY,85.733333
SGS,6,18,2015,chr,ANPP_NON.WOODY,99.56666667
SGS,6,18,2016,chr,ANPP_NON.WOODY,79.70000001
SGS,6,18,2017,chr,ANPP_NON.WOODY,46.66666666
SGS,6,18,2012,chr,ANPP_NON.WOODY,25.23333333
SGS,6,18,2013,chr,ANPP_NON.WOODY,65.800003
SGS,6,18,2014,chr,ANPP_NON.WOODY,154.5
SGS,7,19,2017,int,ANPP_NON.WOODY,102.0666667
SGS,7,19,2012,int,ANPP_NON.WOODY,27.23333334
SGS,7,19,2015,int,ANPP_NON.WOODY,69.56666668
SGS,7,19,2013,int,ANPP_NON.WOODY,51.399997
SGS,7,19,2016,int,ANPP_NON.WOODY,73.5
SGS,7,19,2014,int,ANPP_NON.WOODY,188.7666667
SGS,7,20,2014,con,ANPP_NON.WOODY,155.4666667
SGS,7,20,2013,con,ANPP_NON.WOODY,81.066663
SGS,7,20,2017,con,ANPP_NON.WOODY,49.8
SGS,7,20,2016,con,ANPP_NON.WOODY,39.13333334
SGS,7,20,2015,con,ANPP_NON.WOODY,135.5333333
SGS,7,20,2012,con,ANPP_NON.WOODY,22.16666666
SGS,7,21,2015,chr,ANPP_NON.WOODY,82.4
SGS,7,21,2013,chr,ANPP_NON.WOODY,56.566663
SGS,7,21,2017,chr,ANPP_NON.WOODY,56.99999999
SGS,7,21,2016,chr,ANPP_NON.WOODY,56.23333333
SGS,7,21,2014,chr,ANPP_NON.WOODY,141.2666667
SGS,7,21,2012,chr,ANPP_NON.WOODY,45.86666667
SGS,8,22,2016,int,ANPP_NON.WOODY,65.83333333
SGS,8,22,2017,int,ANPP_NON.WOODY,64.33333333
SGS,8,22,2012,int,ANPP_NON.WOODY,36.83333333
SGS,8,22,2015,int,ANPP_NON.WOODY,62.73333334
SGS,8,22,2013,int,ANPP_NON.WOODY,124.999993
SGS,8,22,2014,int,ANPP_NON.WOODY,123.1666667
SGS,8,23,2016,con,ANPP_NON.WOODY,88.63333334
SGS,8,23,2017,con,ANPP_NON.WOODY,50.33333334
SGS,8,23,2012,con,ANPP_NON.WOODY,44
SGS,8,23,2013,con,ANPP_NON.WOODY,60.966663
SGS,8,23,2015,con,ANPP_NON.WOODY,105.1
SGS,8,23,2014,con,ANPP_NON.WOODY,215.6333334
SGS,8,24,2016,chr,ANPP_NON.WOODY,84.06666666
SGS,8,24,2013,chr,ANPP_NON.WOODY,56.799997
SGS,8,24,2017,chr,ANPP_NON.WOODY,38.3
SGS,8,24,2014,chr,ANPP_NON.WOODY,128.1333333
SGS,8,24,2012,chr,ANPP_NON.WOODY,31.76666667
SGS,8,24,2015,chr,ANPP_NON.WOODY,65.89999999
SGS,9,25,2012,chr,ANPP_NON.WOODY,44.8
SGS,9,25,2016,chr,ANPP_NON.WOODY,101.9333333
SGS,9,25,2015,chr,ANPP_NON.WOODY,59.99999999
SGS,9,25,2013,chr,ANPP_NON.WOODY,239.5
SGS,9,25,2017,chr,ANPP_NON.WOODY,72.76666666
SGS,9,25,2014,chr,ANPP_NON.WOODY,132.4333333
SGS,9,26,2016,int,ANPP_NON.WOODY,101.2333333
SGS,9,26,2014,int,ANPP_NON.WOODY,199.8333333
SGS,9,26,2017,int,ANPP_NON.WOODY,31.8
SGS,9,26,2015,int,ANPP_NON.WOODY,44.33333333
SGS,9,26,2012,int,ANPP_NON.WOODY,23
SGS,9,26,2013,int,ANPP_NON.WOODY,71.833334
SGS,9,27,2016,con,ANPP_NON.WOODY,32.83333333
SGS,9,27,2017,con,ANPP_NON.WOODY,40.5
SGS,9,27,2015,con,ANPP_NON.WOODY,146.1
SGS,9,27,2012,con,ANPP_NON.WOODY,46.76666666
SGS,9,27,2013,con,ANPP_NON.WOODY,116.566663
SGS,9,27,2014,con,ANPP_NON.WOODY,172.3
